LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY AGE
"Bhaisepati, Lalitpur",38000000,1403.225,10,east-south,2.5,4.0,3.0,13.0
"Makalbari, Kathmandu",31000000,2738.0,13,east-north,1.0,2.0,1.0,16.0
"Imadol, Lalitpur",24000000,1060.9750000000001,13,east,3.0,4.0,4.0,19.0
"Changathali, Lalitpur",15000000,1060.9750000000001,11,east,2.5,6.0,4.0,11.0
"Pepsicola, Kathmandu",24000000,752.95,20,east,3.0,4.0,4.0,7.0
"Banasthali, Kathmandu",70000000,2121.9500000000003,20,east,2.5,5.0,5.0,17.0
"Imadol, Lalitpur",27500000,1095.2,20,west,2.5,5.0,4.0,13.0
"Kusunti, Lalitpur",27500000,1369.0,16,north,2.5,5.0,4.0,4.0
"Soltidobato, Kathmandu",30000000,1369.0,13,south,2.5,3.0,3.0,7.0
"Boharatar, Kathmandu",48500000,2053.5,13,west,2.0,4.0,4.0,7.0
"Ekatabasti, Kathmandu",36500000,1711.25,13,north,3.5,4.0,4.0,3.0
"Hepali Height, Kathmandu",30000000,1026.75,12,south,2.5,5.0,5.0,7.0
"Baniyatar, Kathmandu",37500000,1197.875,14,south-west,3.0,7.0,4.0,13.0
"Machhe Gaun, Kathmandu",12000000,1026.75,16,north,1.5,5.0,4.0,9.0
"Thapagaun, Kathmandu",43000000,1437.45,12,east,2.5,3.0,3.0,4.0
"Ekatabasti, Kathmandu",29500000,1369.0,13,east-north,2.5,4.0,4.0,6.0
"Kharibot, Kathmandu",30500000,1711.25,12,west,2.5,5.0,3.0,4.0
"Shankhamul, Kathmandu",45000000,1095.2,13,south,2.5,8.0,8.0,9.0
"Bhaisepati, Lalitpur",26500000,1095.2,16,north-west,2.5,5.0,5.0,4.0
"Golfutar, Kathmandu",37500000,1369.0,13,east,2.5,4.0,3.0,6.0
"Jharuwarasi, Lalitpur",13000000,1471.675,20,north-west,2.5,3.0,2.0,13.0
"Budhanilkantha, Kathmandu",36000000,1711.25,14,south-west,2.5,6.0,5.0,4.0
"Paknajol, Kathmandu",72500000,3080.25,8,north,3.0,6.0,4.0,6.0
"Pasikot, Kathmandu",35000000,2053.5,13,east-south,2.5,5.0,4.0,4.0
"Manabahadur Marga, Kathmandu",31000000,1369.0,13,east,2.5,7.0,5.0,9.0
"Sinamangal, Kathmandu",49000000,1403.225,20,west,2.5,5.0,4.0,4.0
"Manabahadur Marga, Kathmandu",33000000,1437.45,16,east-north,2.5,5.0,4.0,6.0
"Imadol, Lalitpur",26500000,1095.2,13,north,2.5,5.0,4.0,13.0
"Machhapokhari, Kathmandu",55000000,2738.0,9,east-south,3.5,6.0,4.0,23.0
"Manamaiju, Kathmandu",58500000,2806.45,18,east-south,3.5,13.0,4.0,11.0
"Imadol, Lalitpur",22000000,1026.75,13,west,2.5,4.0,3.0,4.0
"Nakkhu, Lalitpur",28000000,1369.0,15,south-west,2.5,4.0,4.0,6.0
"Imadol, Lalitpur",19500000,787.175,13,east,2.5,4.0,3.0,13.0
"Dhapasi, Kathmandu",10000000,855.625,4,south,1.5,3.0,2.0,3.0
"Bhangal , Kathmandu",31000000,1369.0,13,east,2.5,5.0,3.0,13.0
"Bhimsengola, Kathmandu",75000000,3422.5,20,east-north,2.5,6.0,6.0,23.0
 Kathmandu,76500000,2738.0,22,east-south,2.5,5.0,6.0,11.0
"Budhanilkantha, Kathmandu",36000000,1711.25,14,south-west,2.5,6.0,5.0,16.0
"Manabahadur Marga, Kathmandu",35000000,1369.0,20,west,3.5,5.0,6.0,6.0
"Bhangal , Kathmandu",29500000,1711.25,13,east,2.5,5.0,4.0,6.0
"Devinagar, Rupandehi",,3371.637025,20,north,2.0,7.0,2.0,4.0
"Chunikhel, Kathmandu",22000000,1095.2,12,north-west,2.0,4.0,3.0,9.0
"Darjeeling Height, Bhaktapur",17500000,684.5,10,south,2.0,4.0,2.0,4.0
"Rudreshwor, Kathmandu",145000000,4107.0,13,east-south,2.5,5.0,5.0,6.0
"Sanepa, Lalitpur",45000000,1711.25,10,east-south,2.5,5.0,4.0,21.0
"Dhapasi, Kathmandu",21000000,1026.75,13,east,2.5,5.0,2.0,11.0
"Narayanthan , Kathmandu",105000000,3764.75,13,east,2.5,5.0,6.0,4.0
"Bhelpa, Lalitpur",26500000,1095.2,11,south-west,2.5,5.0,3.0,6.0
"Sanepa, Lalitpur",65000000,1711.25,16,east-north,2.5,6.0,5.0,13.0
"Manamaiju, Kathmandu",38000000,1369.0,12,south,3.5,9.0,4.0,3.0
"Maitidevi, Kathmandu",105000000,4791.5,13,east,3.5,8.0,5.0,23.0
"Sukedhara, Kathmandu",29500000,1369.0,12,south,2.5,7.0,3.0,23.0
"Hattigaunda, Kathmandu",39000000,1745.475,13,north,3.5,5.0,7.0,7.0
"Thaiba, Lalitpur",12500000,1060.9750000000001,20,east-south,2.5,4.0,4.0,13.0
"Bhaisepati, Lalitpur",45000000,1711.25,16,east-north,2.5,5.0,5.0,4.0
"Bhaisepati, Lalitpur",45000000,1437.45,20,east-south,2.5,4.0,5.0,6.0
"Basundhara, Kathmandu",40000000,1711.25,16,west,3.0,6.0,5.0,13.0
"Jawalakhel, Lalitpur",30000000,1026.75,18,west,3.5,7.0,4.0,7.0
"Lakeside, Kaski",,3422.5,14,east-south,5.0,14.0,14.0,3.0
"Golfutar, Kathmandu",37500000,1403.225,13,east,2.5,4.0,3.0,13.0
"Chunikhel, Kathmandu",20500000,1060.9750000000001,13,east-south,2.5,5.0,3.0,7.0
"Mandikhatar, Kathmandu",22200000,1095.2,13,east,2.5,5.0,4.0,3.0
"Machhapokhari, Kathmandu",48500000,2156.1749999999997,20,east-south,5.5,14.0,15.0,16.0
"Sanagaun, Lalitpur",30500000,1403.225,13,east-north,3.0,5.0,5.0,13.0
"Chyasindol, Kathmandu",27000000,1369.0,13,east,2.5,,,7.0
"Dallu, Kathmandu",45000000,1095.2,20,east,4.5,6.0,5.0,3.0
"Chhauni, Kathmandu",85000000,594.0,13,north-west,4.0,,,7.0
"Budhanilkantha, Kathmandu",52000000,1711.25,12,south,2.5,6.0,6.0,21.0
"Budhanilkantha, Kathmandu",48000000,1711.25,13,south,2.5,4.0,6.0,21.0
"Dhumbarahi, Kathmandu",69000000,2087.725,36,east-south,4.5,7.0,7.0,21.0
"Budhanilkantha, Kathmandu",165000000,6160.5,15,east-south,2.5,5.0,6.0,16.0
"Nakhudole, Lalitpur",29000000,1129.425,10,south,2.5,3.0,4.0,8.0
"Bhaisepati, Lalitpur",38000000,1779.7,13,north,2.5,5.0,5.0,6.0
"Koteshwor, Kathmandu",45000000,1369.0,26,east,4.5,6.0,5.0,6.0
"Bhaisepati, Lalitpur",38000000,1779.7,18,east-north,2.5,5.0,5.0,8.0
"Budhanilkantha, Kathmandu",55000000,2806.45,13,east-north,2.5,4.0,4.0,10.0
"Bhaisepati, Lalitpur",36000000,1026.75,20,north-west,2.5,6.0,6.0,6.0
"Anamnagar, Kathmandu",42500000,1129.425,11,south-west,3.5,6.0,5.0,3.0
"Bhangal , Kathmandu",33500000,1711.25,13,south,2.5,,,
"Phutung, Kathmandu",26000000,1437.45,18,west,3.0,5.0,3.0,7.0
"Bhaisepati, Lalitpur",29500000,1095.2,20,east-south,2.5,6.0,5.0,3.0
"Narayanthan , Kathmandu",65000000,2395.75,18,north,2.5,6.0,3.0,7.0
"Nakkhu, Lalitpur",38000000,1745.475,10,west,2.5,4.0,4.0,13.0
"Aakasedhara, Kathmandu",45000000,1711.25,20,east-south,2.5,5.0,3.0,4.0
"Gokarna, Kathmandu",13000000,1060.9750000000001,12,east,1.0,2.0,1.0,4.0
"Hattiban, Lalitpur",75000000,3490.95,12,east-south,2.5,4.0,6.0,3.0
"Kapan, Kathmandu",15500000,752.95,12,north,2.5,4.0,4.0,7.0
"Banasthali, Kathmandu",70000000,4517.7,20,east-south,2.5,6.0,3.0,3.0
"Baluwakhani, Kathmandu",38000000,1711.25,13,west,3.0,7.0,4.0,7.0
"Bhangal , Kathmandu",29000000,1369.0,13,north,2.5,4.0,4.0,3.0
"Mandikhatar, Kathmandu",27500000,1095.2,32,east,2.5,4.0,4.0,9.0
"Sunakothi, Lalitpur",16000000,2053.5,20,east,1.0,2.0,1.0,4.0
"Chhaling, Bhaktapur",95000000,1369.0,16,north,1.0,2.0,1.0,6.0
"Sunakothi, Lalitpur",12500000,1437.45,8,south-west,1.5,3.0,2.0,10.0
"Panga, Kathmandu",35000000,1779.7,12,south,3.5,14.0,4.0,23.0
"Mandikhatar, Kathmandu",75000000,3080.25,12,west,2.5,6.0,4.0,6.0
"Golfutar, Kathmandu",80000000,3080.25,12,west,2.5,5.0,4.0,4.0
"Thankot, Kathmandu",16000000,1129.425,13,south,2.5,5.0,4.0,6.0
"Budhanilkantha, Kathmandu",36000000,1711.25,13,north,2.5,6.0,4.0,10.0
"Jyotinagar, Kathmandu",22500000,1095.2,13,south,2.5,7.0,4.0,3.0
"Bhaisepati, Lalitpur",38000000,1745.475,12,east-south,2.5,4.0,3.0,5.0
"Machhegaun , Kathmandu",10500000,1060.9750000000001,13,east,2.5,7.0,3.0,13.0
"Sundarbasti, Kathmandu",27500000,1369.0,18,east,2.5,6.0,4.0,4.0
"Thulobharyang, Kathmandu",25000000,1060.9750000000001,14,west,2.5,4.0,3.0,22.0
"Chyasal, Lalitpur",22500000,1026.75,13,west,3.0,7.0,4.0,11.0
"Hattiban, Lalitpur",46000000,1129.425,12,south,2.5,4.0,5.0,5.0
"Kavresthali, Kathmandu",18500000,1060.9750000000001,13,north,2.5,5.0,,7.0
"Imadol, Lalitpur",22500000,1060.9750000000001,16,south,2.5,5.0,4.0,4.0
"Budhanilkantha, Kathmandu",32500000,1369.0,14,east-south,2.5,6.0,5.0,22.0
"Hattiban, Lalitpur",16000000,1060.9750000000001,20,east,3.0,,,11.0
"Lokanthali, Bhaktapur",,2464.2000000000003,10,east-south,3.0,,,
"Naya Basti, Kathmandu",25000000,1129.425,12,east,3.5,5.0,3.0,7.0
"Kalanki, Kathmandu",45000000,2156.1749999999997,20,south,3.5,8.0,5.0,15.0
"Taukhel, Lalitpur",35000000,1437.45,10,west,2.0,5.0,5.0,8.0
"Bhaisepati, Lalitpur",26500000,1095.2,20,south-west,2.5,4.0,4.0,21.0
"Gagangauda, Kaski",23500000,3422.5,12,west,2.5,6.0,,3.0
"Kapan, Kathmandu",24000000,1129.425,12,west,2.5,6.0,5.0,9.0
"Bhaisepati, Lalitpur",37000000,1369.0,16,north-west,2.5,6.0,5.0,14.0
"New Road, Kathmandu",250000000,1060.9750000000001,14,east-north,6.0,,,3.0
"Balkot, Bhaktapur",42500000,2053.5,10,south,3.5,4.0,4.0,3.0
"Mulpani, Kathmandu",31500000,1369.0,20,north,2.5,5.0,4.0,9.0
"Nakhudole, Lalitpur",27500000,1369.0,10,south,2.5,3.0,4.0,4.0
"Butwal, Rupandehi",,1822.5065,20,north,3.5,6.0,3.0,6.0
"Basundhara, Kathmandu",47500000,2053.5,14,south,2.5,7.0,5.0,9.0
 undefined,18500000,1129.425,13,east,2.5,6.0,4.0,21.0
"Tikathali, Lalitpur",19000000,1026.75,13,west,2.5,,,3.0
"Khumaltar, Lalitpur",70000000,2224.625,14,south-west,2.5,4.0,5.0,9.0
"Tikathali, Lalitpur",18500000,787.175,13,west,2.5,,,
"Kalikasthan, Kathmandu",60000000,1369.0,15,north-west,5.5,8.0,8.0,3.0
"Sainbu, Lalitpur",35000000,1095.2,15,east-south,3.0,4.0,5.0,3.0
"Putalisadak, Kathmandu",150000000,2738.0,20,west,6.0,,,7.0
"Bansbari, Kathmandu",62000000,3490.95,15,east,2.5,5.0,5.0,3.0
"Gothatar, Kathmandu",,1437.45,13,east,3.0,6.0,4.0,4.0
"Bhairabchaur, Kathmandu",25000000,1369.0,12,,2.5,4.0,3.0,13.0
"Padma Colony, Kathmandu",20000000,1711.25,10,east-north,3.0,3.0,2.0,12.0
"Dallu, Kathmandu",70000000,3080.25,12,,4.5,,,
"Buddha Colony, Kathmandu",36000000,1711.25,13,west,2.5,5.0,4.0,4.0
"Mahadevtar, Kathmandu",46500000,3490.95,20,south,2.5,6.0,5.0,11.0
"Budhanilkantha, Kathmandu",69000000,5476.0,13,east-north,2.5,5.0,5.0,3.0
"Bhangal , Kathmandu",34000000,1711.25,13,south-west,2.5,3.0,5.0,7.0
"Mandikhatar, Kathmandu",35000000,1437.45,13,north,3.5,,,4.0
"Dhungedhara, Kathmandu",65000000,3148.7,20,east,2.5,4.0,5.0,13.0
"Kapan, Kathmandu",37500000,1437.45,12,south,2.5,6.0,3.0,21.0
"Thankot, Kathmandu",12500000,1026.75,13,north,2.0,4.0,,3.0
"Gaushala, Kathmandu",62000000,2464.2000000000003,12,,3.0,,,
"Mahadevtar, Kathmandu",46500000,3456.725,20,south,2.5,6.0,3.0,3.0
"Maharajgunj, Kathmandu",41000000,1711.25,12,west,4.5,12.0,4.0,3.0
"Hattiban, Lalitpur",34000000,1095.2,13,east,3.5,8.0,4.0,7.0
"Budhanilkantha, Kathmandu",28500000,1437.45,13,east-south,2.5,5.0,5.0,3.0
"Sitapaila, Kathmandu",18500000,1369.0,13,west,2.5,5.0,3.0,4.0
"Mid Baneshwor, Kathmandu",100000000,5476.0,12,west,2.5,3.0,2.0,4.0
"Teku, Kathmandu",77500000,2772.225,10,east,3.5,7.0,4.0,22.0
"Bansbari, Kathmandu",60000000,,12,,4.5,,,3.0
"Bhutkhel , Kathmandu",26700000,1369.0,20,west,3.0,7.0,3.0,21.0
"Khadka Gaun, Kathmandu",21900000,1026.75,13,east-south,2.5,5.0,3.0,3.0
"Syuchatar, Kathmandu",22500000,1026.75,13,east,2.5,6.0,3.0,3.0
"Goldhunga, Kathmandu",13000000,1026.75,16,south,1.0,2.0,1.0,7.0
"Bouddha, Kathmandu",29500000,1369.0,18,east,2.5,6.0,4.0,3.0
"Sano thimi, Bhaktapur",21500000,1095.2,12,north-west,3.5,5.0,3.0,4.0
"Dhumbarahi, Kathmandu",95000000,3422.5,13,north-west,2.5,4.0,4.0,13.0
"Satungal, Kathmandu",18500000,1095.2,13,west,2.5,6.0,4.0,22.0
"Gurjudhara, Kathmandu",16500000,855.625,13,west,2.5,5.0,3.0,3.0
"Naikap, Kathmandu",21000000,1060.9750000000001,13,south,2.5,4.0,4.0,7.0
"Dhungeadda, Kathmandu",33000000,1197.875,13,north,2.5,5.0,4.0,3.0
"Grande Hospital, Kathmandu",70000000,2806.45,18,west,2.5,5.0,6.0,7.0
"Thecho, Lalitpur",,,20,,2.5,5.0,5.0,3.0
"Golfutar, Kathmandu",29500000,1745.475,12,east,2.5,6.0,3.0,9.0
"Sukedhara, Kathmandu",30000000,1369.0,12,south,2.5,4.0,4.0,4.0
"Chandol, Kathmandu",90000000,3080.25,26,east,,,,6.0
"Hattiban, Lalitpur",,2087.725,10,south,2.5,5.0,3.0,10.0
"Gatthaghar, Bhaktapur",30000000,1369.0,13,west,3.5,5.0,5.0,6.0
"Pasikot, Kathmandu",36000000,1711.25,13,north,2.5,5.0,4.0,4.0
"Bhaisepati, Lalitpur",49500000,1813.925,16,east-north,3.5,7.0,8.0,6.0
"Koteshwor, Kathmandu",60000000,3148.7,20,east-south,3.5,7.0,4.0,3.0
"Jyotinagar, Kathmandu",28800000,1403.225,16,,2.5,,,5.0
"Panitanki, Kathmandu",37000000,1369.0,12,east,3.5,8.0,7.0,13.0
"Bhangal , Kathmandu",21000000,1095.2,13,,2.5,,,4.0
"Baluwakhani, Kathmandu",33500000,1711.25,14,east,2.5,,,22.0
"Nikhileshwor, Kathmandu",24000000,1095.2,16,west,2.5,5.0,4.0,11.0
"Gurjudhara, Kathmandu",29000000,2053.5,10,east-south,2.5,5.0,3.0,5.0
"Naikap, Kathmandu",85000000,1060.9750000000001,32,west,1.0,2.0,1.0,7.0
"Baniyatar, Kathmandu",19500000,1026.75,12,west,2.5,4.0,4.0,21.0
"Paiyuntar, Kathmandu",13500000,1095.2,13,east,1.0,2.0,1.0,11.0
"Dhapasi, Kathmandu",,1026.75,12,south,2.5,6.0,3.0,3.0
"Padamsal, Kathmandu",24000000,1095.2,13,west,3.0,5.0,4.0,3.0
"Satungal, Kathmandu",,1369.0,12,east-south,1.0,2.0,1.0,11.0
"Imadol, Lalitpur",17000000,752.95,13,south,2.0,3.0,3.0,4.0
"Khichapokhari, Kathmandu",35500000,1813.925,10,west,4.0,7.0,4.0,16.0
"Galkopakha, Kathmandu",,13005.5,65,west,,,,
"Paiyatar, Kathmandu",17500000,1026.75,13,east-south,2.5,11.0,3.0,11.0
"Bouddha, Kathmandu",67500000,3148.7,8,east-north,4.0,8.0,6.0,13.0
"Putalisadak, Kathmandu",44000000,410.7,12,west,5.5,,7.0,20.0
"Maharajgunj, Kathmandu",75000000,2772.225,14,east,3.0,6.0,8.0,7.0
"Lubhu, Lalitpur",29000000,1026.75,20,south,2.5,4.0,3.0,3.0
"Bhangal , Kathmandu",17500000,1026.75,13,north-west,2.5,4.0,4.0,9.0
"Bhangal , Kathmandu",21000000,1095.2,20,north,2.5,4.0,5.0,4.0
"Jyotinagar, Kathmandu",33500000,1813.925,13,west,2.5,4.0,4.0,6.0
"Dhapasi, Kathmandu",19500000,1026.75,12,east,2.5,5.0,3.0,10.0
"Hattiban, Lalitpur",50000000,1882.375,16,south,3.0,5.0,4.0,3.0
"Nakhipot, Lalitpur",60000000,2806.45,12,east-south,3.0,6.0,6.0,6.0
"Hattiban, Lalitpur",,2053.5,10,east-south,2.5,5.0,3.0,10.0
"Megha City, Kathmandu",29900000,1095.2,13,east-south,3.5,5.0,5.0,6.0
"Sitapaila, Kathmandu",20000000,1026.75,11,,2.5,,,
"Setipakha, Lalitpur",22500000,1403.225,12,south,2.5,,,
"Jarankhu, Kathmandu",65000000,5476.0,12,west,2.5,5.0,3.0,4.0
"Bouddha, Kathmandu",200000000,3764.75,12,west,4.0,,,
"Pasikot, Kathmandu",24000000,1369.0,20,east-south,2.5,5.0,2.0,7.0
"Jaya Bageshwori, Kathmandu",38500000,1369.0,18,north,3.0,5.0,5.0,20.0
"Sallaghari, Bhaktapur",37500000,2087.725,20,east-north,2.5,4.0,4.0,7.0
"Golfutar, Kathmandu",110000000,3080.25,12,south,2.5,4.0,3.0,3.0
"Dhungedhara, Kathmandu",55000000,2053.5,13,east-south,2.5,5.0,3.0,9.0
"Kapan, Kathmandu",25000000,1026.75,10,east-north,4.0,,,10.0
"Dhaneshwor, Kathmandu",13500000,1026.75,13,east,1.0,2.0,1.0,6.0
"Tulsipur, Dang",80000000,2916.0104,20,north,1.0,2.0,2.0,9.0
"Bafal, Kathmandu",70000000,3148.7,13,east,2.5,3.0,4.0,21.0
"Baluwatar, Kathmandu",40000000,1060.9750000000001,12,east,5.0,3.0,5.0,5.0
"Srijananagar, Bhaktapur",22500000,1095.2,20,north-west,3.0,7.0,3.0,12.0
"Baniyatar, Kathmandu",65000000,2395.75,12,north,,,,
"Bagdol, Lalitpur",29000000,1711.25,12,south,2.5,4.0,4.0,9.0
"Baluwakhani, Kathmandu",26000000,1437.45,12,north,2.5,5.0,4.0,4.0
"Ekatabasti, Kathmandu",33000000,1813.925,13,south,2.5,3.0,3.0,6.0
"Mandikhatar, Kathmandu",21000000,1026.75,13,north,2.5,6.0,5.0,10.0
"Bhangal , Kathmandu",23500000,1369.0,16,east,2.5,4.0,4.0,6.0
"Kapan, Kathmandu",11200000,1026.75,10,east,1.0,2.0,1.0,9.0
"Bhangal , Kathmandu",13500000,1095.2,13,north-west,1.0,2.0,1.0,21.0
"Sukedhara, Kathmandu",17000000,752.95,13,north,2.5,4.0,4.0,5.0
"Lubhu, Lalitpur",15000000,1060.9750000000001,11,south,2.5,5.0,3.0,12.0
"Ram Mandir, Kathmandu",37500000,1197.875,26,east-north,4.0,5.0,4.0,4.0
"Sano thimi, Bhaktapur",50000000,2738.0,20,east,4.0,6.0,6.0,16.0
"Chapali, Kathmandu",39000000,1711.25,18,north,2.5,6.0,8.0,10.0
"Aakasedhara, Kathmandu",19000000,1369.0,10,north,2.5,5.0,3.0,10.0
"Paiyatar, Kathmandu",22000000,1437.45,12,east,2.5,6.0,4.0,4.0
"Gothatar, Kathmandu",,1403.225,12,east-north,3.0,6.0,4.0,3.0
"Chunikhel, Kathmandu",,1095.2,28,north-west,3.0,4.0,3.0,3.0
"Ganesh Chowk, Kathmandu",32500000,1437.45,13,south,2.5,4.0,4.0,6.0
"Naya Basti, Kathmandu",28000000,1711.25,10,east,3.0,7.0,5.0,3.0
"Thankot, Kathmandu",16500000,1369.0,13,north,2.5,4.0,4.0,3.0
"Hattiban, Lalitpur",32500000,1095.2,20,west,2.5,3.0,3.0,3.0
"Gaurighat, Kathmandu",60000000,2395.75,10,south,5.0,9.0,7.0,4.0
"Lolang, Kathmandu",15500000,1026.75,18,north,2.0,6.0,3.0,13.0
"Goldhunga, Kathmandu",15000000,1026.75,13,south,2.0,5.0,4.0,16.0
"Pasikot, Kathmandu",75000000,4107.0,12,north,2.0,3.0,3.0,6.0
"Pasikot, Kathmandu",60000000,3080.25,16,east,3.5,6.0,5.0,3.0
"Koteshwor, Kathmandu",27500000,752.95,12,east,2.5,6.0,4.0,3.0
"Bhangal , Kathmandu",22000000,1403.225,13,north-west,2.5,5.0,4.0,6.0
"Sai Baba chowk, Kathmandu",25000000,1369.0,13,east,2.5,6.0,3.0,3.0
"Greenland Chowk, Kathmandu",45000000,3080.25,10,east,2.5,7.0,4.0,4.0
"Sundarbasti, Kathmandu",20000000,1095.2,12,south,2.5,6.0,3.0,10.0
"Imadol, Lalitpur",21000000,1026.75,20,east,2.5,5.0,4.0,6.0
"Chapali, Kathmandu",44000000,1711.25,12,north-west,2.5,5.0,4.0,3.0
"Bhaisepati, Lalitpur",40000000,1369.0,16,north,2.5,3.0,3.0,3.0
"Bhaisepati, Lalitpur",36000000,1711.25,15,east,2.5,4.0,4.0,23.0
"Katunje, Bhaktapur",25000000,1369.0,12,east,4.0,7.0,,6.0
"Imadol, Lalitpur",18000000,787.175,13,north,2.5,4.0,3.0,3.0
"Saraswotinagar, Kathmandu",40000000,2395.75,13,east-north,2.5,4.0,4.0,3.0
"Imadol, Lalitpur",23500000,1095.2,16,east,2.5,6.0,4.0,7.0
"Banasthali, Kathmandu",70000000,3764.75,20,east,2.5,4.0,5.0,3.0
"Bhimsengola, Kathmandu",65000000,2464.2000000000003,16,north,2.5,4.0,4.0,13.0
"Special chowk, Kathmandu",62500000,3422.5,12,east-north,2.5,5.0,3.0,4.0
"Chandol, Kathmandu",34000000,1369.0,16,west,2.5,4.0,3.0,3.0
"Bhaisepati, Lalitpur",24500000,1095.2,13,north,2.5,4.0,5.0,7.0
"Hattiban, Lalitpur",26000000,2087.725,12,south,2.5,8.0,3.0,3.0
"Kadaghari, Kathmandu",24000000,1026.75,13,south-west,2.5,6.0,3.0,3.0
"Machhapokhari, Kathmandu",49000000,2395.75,10,north,2.5,6.0,3.0,3.0
"Bhangal , Kathmandu",18500000,1060.9750000000001,13,north-west,2.5,5.0,3.0,7.0
"Sundarbasti, Kathmandu",20000000,1060.9750000000001,13,north,2.5,5.0,5.0,10.0
"Dhobighat, Lalitpur",35000000,1026.75,20,east,3.0,5.0,4.0,19.0
"Sipadol, Bhaktapur",22000000,1403.225,13,south,2.5,5.0,3.0,4.0
"Bansbari, Kathmandu",52000000,2464.2000000000003,20,west,2.5,6.0,3.0,5.0
"Kupandole, Lalitpur",80000000,5886.7,9,south-west,3.5,9.0,4.0,5.0
"Kalopool, Kathmandu",60000000,3114.475,40,north,,,,
"Tathali, Bhaktapur",19000000,1437.45,12,north-west,3.0,8.0,3.0,3.0
"Bhatkepati, Kathmandu",25000000,2053.5,20,north,2.5,4.0,4.0,19.0
"Dadhikot, Bhaktapur",25000000,1369.0,20,east-south,3.5,12.0,4.0,3.0
"Dhungeadda, Kathmandu",29800000,1403.225,13,south-west,2.5,7.0,4.0,3.0
"Kusunti, Lalitpur",31000000,1471.675,20,east-south,2.5,4.0,4.0,16.0
"Chabahil, Kathmandu",32000000,1437.45,20,west,3.0,8.0,6.0,5.0
"Sitapaila, Kathmandu",27000000,1095.2,20,south,2.5,4.0,4.0,3.0
"Radhe Radhe, Bhaktapur",27000000,1471.675,20,east,2.5,4.0,4.0,4.0
"Imadol, Lalitpur",23000000,1369.0,13,east-south,3.5,6.0,4.0,5.0
"Pasikot, Kathmandu",38000000,1711.25,12,east,2.5,4.0,4.0,19.0
"Nakkhu, Lalitpur",23000000,1026.75,13,west,2.5,3.0,3.0,3.0
"Golfutar, Kathmandu",16000000,1369.0,13,east-south,1.0,3.0,1.0,7.0
"Nakkhu, Lalitpur",30000000,1369.0,14,south,2.5,4.0,4.0,3.0
"Jarankhu, Kathmandu",65000000,5476.0,12,west,2.5,5.0,3.0,4.0
"Sundarbasti, Kathmandu",25000000,1369.0,12,east-south,2.5,4.0,2.0,19.0
"Basundhara, Kathmandu",150000000,2429.975,14,south,6.0,4.0,4.0,13.0
"Bhaisepati, Lalitpur",42500000,1711.25,10,north,2.5,4.0,5.0,3.0
"Kusunti, Lalitpur",27500000,1369.0,15,south,2.5,5.0,3.0,7.0
"Bhaisepati, Lalitpur",36000000,1711.25,13,south,2.5,4.0,4.0,17.0
"Nakkhu, Lalitpur",23000000,1026.75,13,north,2.5,3.0,3.0,27.0
"Dhapakhel, Lalitpur",29000000,1369.0,20,south,2.5,7.0,5.0,7.0
"Thankot, Kathmandu",13500000,1095.2,13,east,2.5,,,
"Imadol, Lalitpur",25000000,1779.7,13,west,2.5,7.0,3.0,13.0
"Samakhusi, Kathmandu",34000000,2087.725,12,west,3.5,10.0,4.0,4.0
"Sukedhara, Kathmandu",28000000,1060.9750000000001,25,west,4.0,10.0,3.0,3.0
"Imadol, Lalitpur",29500000,1813.925,16,east,2.5,6.0,4.0,3.0
"Bhaisepati, Lalitpur",33500000,1711.25,13,south-west,2.5,5.0,3.0,7.0
"Ganesh Chowk, Kathmandu",22500000,1369.0,12,east,2.5,,,3.0
"Dhapasi, Kathmandu",37500000,1369.0,13,north-east,2.5,5.0,,3.0
"Sukedhara, Kathmandu",45000000,2121.9500000000003,12,east,2.5,,,3.0
"Lubhu, Lalitpur",19500000,1095.2,14,east,2.5,,,
"Sallaghari, Bhaktapur",25000000,1369.0,13,south-west,2.5,6.0,3.0,19.0
"Srijana Chowk, Kathmandu",16000000,1129.425,8,east,2.5,5.0,3.0,9.0
"Dhungedhara, Kathmandu",27500000,1369.0,13,north,2.5,5.0,6.0,3.0
"Sukedhara, Kathmandu",16000000,787.175,13,north,2.5,5.0,3.0,3.0
"Kapan, Kathmandu",11800000,1026.75,12,west,1.0,,,13.0
"Mulpani, Kathmandu",14000000,1026.75,8,west,2.5,5.0,3.0,19.0
"Maharajgunj, Kathmandu",60000000,2395.75,12,west,2.5,5.0,6.0,13.0
"Mandikhatar, Kathmandu",57500000,3148.7,12,east,2.5,4.0,,3.0
"Sukedhara, Kathmandu",27000000,1369.0,13,south,2.5,,,7.0
"Dahachowk, Kathmandu",18000000,821.4,18,west,2.5,4.0,3.0,3.0
"Kapan, Kathmandu",31000000,1711.25,13,west,2.5,,,3.0
"Bhaisepati, Lalitpur",57500000,1779.7,18,south,2.5,5.0,4.0,3.0
"Thecho, Lalitpur",27500000,1813.925,12,south,3.5,7.0,5.0,17.0
"Nakhipot, Lalitpur",23500000,1060.9750000000001,15,east,2.5,4.0,4.0,27.0
"Tokha, Kathmandu",32500000,1369.0,18,north,2.5,3.0,,7.0
"Sitapaila, Kathmandu",21500000,1095.2,13,east,2.5,,,
"Sukedhara, Kathmandu",40000000,1779.7,14,west,2.5,,,13.0
